MaterialId,Reduced Formula,Elements,Crystal System,Space Group,Bandgap,Formation Energy Per Atom,Decomposition Energy Per Atom,microgravity_advantage_score,seed_score,density_ratio,mp_ratio,mp_compatible,target_sectors
6e95f84515,Hf6SiTc5Ge5Os,"['Si', 'Ge', 'Tc', 'Hf', 'Os']",monoclinic,Cm,0.0385,-0.7496,-0.2401,50.67,65,9.7,2.73,True,"['semiconductor', 'quantum', 'optical', 'defense']"
932c2b423f,Hf6Si3Tc5Ge3Os,"['Si', 'Ge', 'Tc', 'Hf', 'Os']",monoclinic,Cm,0.0107,-0.8334,-0.234,50.67,65,9.7,2.73,True,"['semiconductor', 'quantum', 'optical', 'defense']"
7f505f1a53,Ti4SiGe2WC,"['C', 'Si', 'Ti', 'Ge', 'W']",monoclinic,C2/m,0.0059,-0.7068,-0.0368,50.68,65,8.48,3.16,True,"['semiconductor', 'quantum', 'superalloy', 'optical']"
87d4722d0a,Nd2AlSi2GeIr4,"['Al', 'Si', 'Ge', 'Nd', 'Ir']",tetragonal,P-4m2,,-0.9702,-0.0135,50.68,65,9.68,2.91,True,"['semiconductor', 'quantum', 'optical']"
100d1b41df,LaSiGeIr2,"['Si', 'Ge', 'La', 'Ir']",tetragonal,P4/nmm,,-0.9414,-0.0083,50.68,65,9.68,2.28,True,"['semiconductor', 'quantum', 'optical']"
9a7dfc14f7,Ti8Si3Ge3(WC)2,"['C', 'Si', 'Ti', 'Ge', 'W']",triclinic,P1,0.0072,-0.724,-0.0433,50.68,65,8.48,3.16,True,"['semiconductor', 'quantum', 'superalloy', 'optical']"
7273a09305,Ti6Si5GeOs12,"['Si', 'Ti', 'Ge', 'Os']",orthorhombic,Pmmm,,-0.5723,0.0056,50.69,65,9.7,2.73,True,"['semiconductor', 'quantum', 'optical']"
d8f9e57144,Ba8Na4In(GaP4)3,"['Na', 'P', 'Ga', 'In', 'Ba']",monoclinic,Cm,,-0.7728,-0.0108,50.7,65,7.54,3.3,True,"['semiconductor', 'battery', 'quantum', 'optical']"
7012744664,Pa8Ta10Ti2Si15As,"['Si', 'Ti', 'As', 'Ta', 'Pa']",triclinic,P1,,-0.6597,-0.1337,50.71,65,7.15,3.02,True,"['semiconductor', 'quantum', 'superalloy', 'optical']"
2e94bcc29e,TaNb2Co2Re(NiB2)2,"['B', 'Co', 'Ni', 'Nb', 'Ta', 'Re']",monoclinic,Pm,,-0.5376,-0.017,50.72,65,8.98,2.0,True,"['battery', 'quantum', 'superalloy', 'defense']"
3b443cdfac,Ti4Si3AsIrRh3,"['Si', 'Ti', 'As', 'Rh', 'Ir']",monoclinic,Pm,0.0065,-0.9605,-0.0056,53.2,65,9.68,2.49,True,"['semiconductor', 'quantum', 'optical', 'defense']"
b2d627afda,TaNb2ReSi3Mo2,"['Si', 'Nb', 'Mo', 'Ta', 'Re']",orthorhombic,Amm2,0.0177,-0.5581,-0.059,53.23,65,9.02,2.05,True,"['quantum', 'superalloy', 'defense']"
c7fb82c7fb,Zr2TaRe3Si2Ge,"['Si', 'Ge', 'Zr', 'Ta', 'Re']",monoclinic,Pm,0.0272,-0.6484,-0.0617,58.97,65,9.02,2.86,True,"['semiconductor', 'quantum', 'superalloy', 'optical', 'defense']"
43bbfa3b89,Ho8Ta6Ti3Nb3Si15Ge,"['Si', 'Ti', 'Ge', 'Nb', 'Ho', 'Ta']",triclinic,P1,,-0.7942,-0.0734,58.99,65,7.15,2.72,True,"['semiconductor', 'quantum', 'superalloy', 'optical', 'defense']"
66b987a42d,Hf4Ta2Nb2Si3As,"['Si', 'As', 'Nb', 'Hf', 'Ta']",monoclinic,Pm,,-0.7453,-0.079,59.1,65,7.15,3.02,True,"['semiconductor', 'quantum', 'superalloy', 'optical', 'defense']"
dfab672f0c,Nb3Re3Si2Ge,"['Si', 'Ge', 'Nb', 'Re']",hexagonal,P-6,,-0.4321,-0.0128,59.1,65,9.02,2.86,True,"['semiconductor', 'quantum', 'superalloy', 'optical', 'defense']"
209e93b9f5,Na3LiPa2F12,"['Li', 'F', 'Na', 'Pa']",tetragonal,P-42_1c,0.9186,-3.666,-0.8819,59.14,65,1.82,1.22,True,['battery']
7080be4652,Hf8TaNb11Si15Ge,"['Si', 'Ge', 'Nb', 'Hf', 'Ta']",monoclinic,Pm,0.0021,-0.7942,-0.0986,59.15,65,7.15,2.72,True,"['semiconductor', 'quantum', 'superalloy', 'optical', 'defense']"
85d5dc2384,Hf8Ta9Nb3Si15Ge,"['Si', 'Ge', 'Nb', 'Hf', 'Ta']",triclinic,P1,0.0109,-0.7552,-0.0815,59.15,65,7.15,2.72,True,"['semiconductor', 'quantum', 'superalloy', 'optical', 'defense']"
76439feb1f,Hf8Ta7Nb5Si15Ge,"['Si', 'Ge', 'Nb', 'Hf', 'Ta']",triclinic,P1,0.0031,-0.7669,-0.0877,59.15,65,7.15,2.72,True,"['semiconductor', 'quantum', 'superalloy', 'optical', 'defense']"
abc438c69f,Ta6MnSi2Ge4Mo5,"['Si', 'Mn', 'Ge', 'Mo', 'Ta']",orthorhombic,Imm2,0.0009,-0.4016,-0.0537,53.0,65,7.15,2.72,True,"['semiconductor', 'quantum', 'superalloy', 'optical', 'defense']"
c0573f3991,Ta10CuSi3Ge2,"['Si', 'Cu', 'Ge', 'Ta']",orthorhombic,Fmm2,0.0007,-0.4685,-0.0418,53.05,65,7.15,2.72,True,"['semiconductor', 'quantum', 'superalloy', 'optical', 'defense']"
909a81ec94,U4AlRe5Si6Ge,"['Al', 'Si', 'Ge', 'Re', 'U']",monoclinic,Cm,,-0.4308,-0.0193,53.09,65,9.02,3.71,True,"['semiconductor', 'quantum', 'superalloy', 'optical']"
05b50e14db,HfZr5SiGe5Os6,"['Si', 'Ge', 'Zr', 'Hf', 'Os']",monoclinic,Cm,0.0032,-0.69,-0.0319,53.13,65,9.7,2.73,True,"['semiconductor', 'quantum', 'optical', 'defense']"
df70998a39,Hf5NbCo16Si6As,"['Si', 'Co', 'As', 'Nb', 'Hf']",tetragonal,I4mm,0.0004,-0.6425,-0.0136,53.14,65,5.71,2.52,True,"['semiconductor', 'quantum', 'superalloy', 'optical', 'defense']"
315f12997a,Hf5NbCo16Si6Ge,"['Si', 'Co', 'Ge', 'Nb', 'Hf']",tetragonal,I4mm,,-0.6381,-0.017,53.18,65,5.71,2.27,True,"['semiconductor', 'quantum', 'superalloy', 'optical', 'defense']"
ab38b1e199,Lu8TaNb9Si16MoW,"['Si', 'Nb', 'Mo', 'Lu', 'Ta', 'W']",monoclinic,Pm,,-0.7899,-0.1132,50.74,65,8.26,2.19,True,"['quantum', 'superalloy', 'defense']"
00b862a816,Hf6Mn5Si5AsOs,"['Si', 'Mn', 'As', 'Hf', 'Os']",monoclinic,Cm,0.009,-0.7274,-0.03,50.75,65,9.7,3.03,True,"['semiconductor', 'quantum', 'optical', 'defense']"
79d01916dc,Hf4Ta2NbSi4W,"['Si', 'Nb', 'Hf', 'Ta', 'W']",monoclinic,Pm,0.0109,-0.704,-0.0685,50.82,65,8.26,2.19,True,"['quantum', 'superalloy', 'defense']"
e65602f4b0,Zr2TaRe2Si3W,"['Si', 'Zr', 'Ta', 'W', 'Re']",monoclinic,Pm,0.0105,-0.6433,-0.0178,50.82,65,9.02,2.19,True,"['quantum', 'superalloy', 'optical', 'defense']"
56efef0a5e,Hf4TaNb(Si2W)2,"['Si', 'Nb', 'Hf', 'Ta', 'W']",monoclinic,Pm,0.0104,-0.7004,-0.065,50.82,65,8.26,2.19,True,"['quantum', 'superalloy', 'defense']"
742a89f4b9,Hf4Nb6Si5Ge,"['Si', 'Ge', 'Nb', 'Hf']",tetragonal,I4,,-0.7293,-0.0484,50.87,65,5.71,2.27,True,"['semiconductor', 'quantum', 'superalloy', 'optical', 'defense']"
3d5f0681c7,Li2Y3AlHgGe2,"['Li', 'Al', 'Ge', 'Y', 'Hg']",orthorhombic,Amm2,0.0081,-0.6831,-0.0253,50.87,65,9.96,3.96,True,['quantum']
a80b5640e7,Ta4Be10Nb2Si5Ni8,"['Be', 'Si', 'Ni', 'Nb', 'Ta']",tetragonal,I4/mmm,0.0034,-0.5232,-0.0102,50.88,65,9.0,2.11,True,"['quantum', 'superalloy', 'defense', 'energy']"
c14118308f,Ta3NbCu4Si4W,"['Si', 'Cu', 'Nb', 'Ta', 'W']",monoclinic,Cm,0.0116,-0.4126,-0.0429,50.88,65,8.26,2.72,True,"['quantum', 'superalloy', 'defense']"
687f039f5b,Zr3Ti3Si2(Ge2Os3)2,"['Si', 'Ti', 'Ge', 'Zr', 'Os']",monoclinic,Cm,,-0.7004,-0.0431,50.9,65,9.7,2.73,True,"['semiconductor', 'quantum', 'optical']"
9f10fa4a9e,HfZr3Nb2(Si2W)2,"['Si', 'Zr', 'Nb', 'Hf', 'W']",monoclinic,Pm,0.0274,-0.7208,-0.0569,52.91,65,8.26,2.19,True,"['quantum', 'superalloy', 'optical', 'defense', 'energy']"
33c51091a9,Hf4Si2GeWN,"['N', 'Si', 'Ge', 'Hf', 'W']",monoclinic,C2/m,0.0079,-0.9947,-0.0396,52.91,65,8.26,3.05,True,"['semiconductor', 'quantum', 'superalloy', 'optical', 'defense']"
6bcc095cf9,Hf8SiGe5(WN)2,"['N', 'Si', 'Ge', 'Hf', 'W']",monoclinic,Cm,0.001,-0.9364,-0.0443,52.91,65,8.26,3.05,True,"['semiconductor', 'quantum', 'superalloy', 'optical', 'defense']"
4adfb3d6fe,Hf3ZrNb2(Si2W)2,"['Si', 'Zr', 'Nb', 'Hf', 'W']",monoclinic,Pm,,-0.7089,-0.057,52.91,65,8.26,2.19,True,"['quantum', 'superalloy', 'optical', 'defense', 'energy']"
a26160b52d,Zr8Ti7Nb2Si16W3,"['Si', 'Ti', 'Zr', 'Nb', 'W']",triclinic,P1,,-0.8722,-0.1295,52.97,65,8.26,2.19,True,"['quantum', 'superalloy', 'optical', 'defense', 'energy']"
2d3c9692af,K10NbInP6,"['P', 'K', 'Nb', 'In']",monoclinic,Pc,1.2677,-0.4058,-0.0169,52.98,65,9.97,8.68,False,"['semiconductor', 'battery', 'quantum', 'optical']"
932d15b3c7,Hf6ZnSi(As2Ru3)2,"['Si', 'Zn', 'As', 'Ru', 'Hf']",monoclinic,Cm,0.0008,-0.82,-0.0377,50.93,65,5.71,3.77,True,"['semiconductor', 'quantum', 'optical', 'defense']"
5a0ddab651,Y2Si6AsIrRh11,"['Si', 'As', 'Y', 'Rh', 'Ir']",triclinic,P1,,-0.9205,-0.0476,50.93,65,9.68,2.49,True,"['semiconductor', 'quantum', 'optical', 'defense']"
d3b0265b79,Ti2NbRe2Si3Mo,"['Si', 'Ti', 'Nb', 'Mo', 'Re']",orthorhombic,Amm2,0.0154,-0.6624,-0.0183,50.95,65,9.02,2.05,True,"['quantum', 'superalloy', 'defense']"
f6fc920d99,TiNb2ReSi3Mo2,"['Si', 'Ti', 'Nb', 'Mo', 'Re']",orthorhombic,Amm2,0.0026,-0.6016,-0.0264,50.95,65,9.02,2.05,True,"['quantum', 'superalloy', 'defense']"
8e5dcac011,Hf18Ta2Re6SiAs,"['Si', 'As', 'Hf', 'Ta', 'Re']",hexagonal,P-6m2,0.0015,-0.363,-0.0232,63.82,65,9.02,3.17,True,"['semiconductor', 'quantum', 'superalloy', 'optical', 'defense']"
cb15eea0ac,Hf18Ta2Re6SiGe,"['Si', 'Ge', 'Hf', 'Ta', 'Re']",hexagonal,P-6m2,,-0.3417,-0.0206,63.88,65,9.02,2.86,True,"['semiconductor', 'quantum', 'superalloy', 'optical', 'defense']"
f1db58bd2d,Hf18Ta6Re2SiGe,"['Si', 'Ge', 'Hf', 'Ta', 'Re']",hexagonal,P-6m2,0.0041,-0.2307,-0.0215,63.88,65,9.02,2.86,True,"['semiconductor', 'quantum', 'superalloy', 'optical', 'defense']"
0bb6c183a0,Hf8Ta4Ti5Nb3Si15Ge,"['Si', 'Ti', 'Ge', 'Nb', 'Hf', 'Ta']",triclinic,P1,,-0.8301,-0.1082,63.95,65,7.15,2.72,True,"['semiconductor', 'quantum', 'superalloy', 'optical', 'defense']"
cf29d439e5,TaBeNb3Co4SiAs2,"['Be', 'Si', 'Co', 'As', 'Nb', 'Ta']",monoclinic,Pm,,-0.539,-0.0246,64.13,65,9.0,3.02,True,"['semiconductor', 'quantum', 'superalloy', 'optical', 'defense', 'energy']"
54c81900c0,Nb2SiGeRuPt,"['Si', 'Ge', 'Nb', 'Ru', 'Pt']",orthorhombic,Pmc2_1,0.0122,-0.6513,-0.0416,52.85,65,9.21,2.27,True,"['semiconductor', 'quantum', 'optical', 'defense']"
c9f937381a,Li4Ac16Si15Ge,"['Li', 'Si', 'Ge', 'Ac']",triclinic,P1,,-0.5643,-0.3429,52.85,65,9.96,3.72,True,"['semiconductor', 'quantum', 'optical']"
804e4ddf11,Hf5Sc3Ta12Si15Ge,"['Si', 'Sc', 'Ge', 'Hf', 'Ta']",triclinic,P1,,-0.7525,-0.0798,52.87,65,7.15,2.72,True,"['semiconductor', 'quantum', 'superalloy', 'optical', 'defense']"
c92c820267,Tb8Hf6Zr3Nb2Si16W,"['Si', 'Zr', 'Nb', 'Tb', 'Hf', 'W']",triclinic,P1,,-0.8231,-0.0421,52.87,65,8.26,2.27,True,"['quantum', 'superalloy', 'optical', 'defense', 'energy']"
bd1a011311,TaTi3Nb2(ReSi)6,"['Si', 'Ti', 'Nb', 'Ta', 'Re']",monoclinic,Cm,0.0142,-0.6168,-0.0178,52.87,65,9.02,2.05,True,"['quantum', 'superalloy', 'defense']"
2553a499f9,TaTiNb(ReSi)3,"['Si', 'Ti', 'Nb', 'Ta', 'Re']",monoclinic,Pm,0.0012,-0.5723,-0.0126,52.87,65,9.02,2.05,True,"['quantum', 'superalloy', 'defense']"
151c0469fd,Hf6Ta4Si3Ge3N2,"['N', 'Si', 'Ge', 'Hf', 'Ta']",monoclinic,Pm,0.0015,-0.9966,-0.0644,52.88,65,7.15,2.72,True,"['semiconductor', 'quantum', 'superalloy', 'optical', 'defense']"
5fae716b13,Hf4Si3Ge3Ir7,"['Si', 'Ge', 'Hf', 'Ir']",trigonal,R3m,0.0096,-0.8852,-0.0823,52.9,65,9.68,2.25,True,"['semiconductor', 'quantum', 'optical', 'defense']"
f4aaf003d2,Hf4Si5GeIr7,"['Si', 'Ge', 'Hf', 'Ir']",tetragonal,I4mm,0.0019,-0.9584,-0.1664,52.9,65,9.68,2.25,True,"['semiconductor', 'quantum', 'optical', 'defense']"
96d5588fbe,HfZr3Nb3Si4W,"['Si', 'Zr', 'Nb', 'Hf', 'W']",monoclinic,Pm,0.0078,-0.7328,-0.0566,52.91,65,8.26,2.19,True,"['quantum', 'superalloy', 'optical', 'defense', 'energy']"
bda17bb9f0,Hf3ZrNb3Si4W,"['Si', 'Zr', 'Nb', 'Hf', 'W']",monoclinic,Pm,,-0.719,-0.0589,52.91,65,8.26,2.19,True,"['quantum', 'superalloy', 'optical', 'defense', 'energy']"
a47a8884e8,Hf8Si3Ge3(WN)2,"['N', 'Si', 'Ge', 'Hf', 'W']",triclinic,P1,,-0.9751,-0.0352,52.91,65,8.26,3.05,True,"['semiconductor', 'quantum', 'superalloy', 'optical', 'defense']"
ec99f50131,Hf2Zr2Nb3Si4W,"['Si', 'Zr', 'Nb', 'Hf', 'W']",monoclinic,Pm,0.0059,-0.7271,-0.0584,52.91,65,8.26,2.19,True,"['quantum', 'superalloy', 'optical', 'defense', 'energy']"
cecd581474,Ti3Re3SiGeAs,"['Si', 'Ti', 'Ge', 'As', 'Re']",hexagonal,P-6,0.0015,-0.6431,-0.06,65.18,65,9.02,3.17,True,"['semiconductor', 'quantum', 'superalloy', 'optical']"
8a689c5ed4,U4Re2Si5GeRu5,"['Si', 'Ge', 'Ru', 'Re', 'U']",orthorhombic,Imm2,0.0006,-0.5856,-0.0715,50.97,65,9.02,2.86,True,"['semiconductor', 'quantum', 'optical', 'defense']"
25d3fa8657,U4Re3Si5GeRu4,"['Si', 'Ge', 'Ru', 'Re', 'U']",orthorhombic,Imm2,0.0013,-0.561,-0.0692,50.97,65,9.02,2.86,True,"['semiconductor', 'quantum', 'optical', 'defense']"
078f2e9db3,Sc4CuSi3(GeIr2)3,"['Si', 'Sc', 'Cu', 'Ge', 'Ir']",triclinic,P1,0.0024,-0.938,-0.0314,51.01,65,9.68,2.25,True,"['semiconductor', 'quantum', 'optical', 'defense']"
cc119c2716,Zr5Nb(ReSi)6,"['Si', 'Zr', 'Nb', 'Re']",orthorhombic,Imm2,0.0005,-0.7176,-0.0145,51.01,65,9.02,2.05,True,"['quantum', 'superalloy', 'optical', 'defense', 'energy']"
67db8dd548,Zr2Nb(ReSi)3,"['Si', 'Zr', 'Nb', 'Re']",orthorhombic,Amm2,0.0071,-0.6783,-0.0182,51.01,65,9.02,2.05,True,"['quantum', 'superalloy', 'optical', 'defense', 'energy']"
7e5210f48a,Li2Y3AlSi2Hg,"['Li', 'Al', 'Si', 'Y', 'Hg']",orthorhombic,Amm2,0.0156,-0.6227,-0.0442,51.02,65,8.37,3.96,True,['quantum']
a429b2d7f8,Hf2SiGeOs2,"['Si', 'Ge', 'Hf', 'Os']",triclinic,P1,0.038,-0.761,-0.0361,51.04,65,9.7,2.73,True,"['semiconductor', 'quantum', 'optical', 'defense']"
55f1026a6e,Hf6SiGe5Os6,"['Si', 'Ge', 'Hf', 'Os']",monoclinic,Cm,0.01,-0.6738,-0.0375,51.04,65,9.7,2.73,True,"['semiconductor', 'quantum', 'optical', 'defense']"
149f09cc23,Cs6K3In9GeSb22,"['K', 'Ge', 'In', 'Sb', 'Cs']",triclinic,P1,0.4926,-0.3749,-0.0147,51.05,65,8.5,4.01,False,"['semiconductor', 'quantum', 'optical']"
a045e98ff6,Ti3Nb3Re5Si6W,"['Si', 'Ti', 'Nb', 'W', 'Re']",triclinic,P1,0.0184,-0.625,-0.034,51.05,65,9.02,2.19,True,"['quantum', 'superalloy', 'defense']"
238ac6cfad,Hf18Re7SiMoAs,"['Si', 'As', 'Mo', 'Hf', 'Re']",orthorhombic,Amm2,0.0038,-0.3796,-0.0053,59.25,65,9.02,3.17,True,"['semiconductor', 'quantum', 'superalloy', 'optical', 'defense']"
2ceaa69f37,Hf18Re3SiMo5As,"['Si', 'As', 'Mo', 'Hf', 'Re']",orthorhombic,Amm2,0.0014,-0.3058,-0.0043,59.25,65,9.02,3.17,True,"['semiconductor', 'quantum', 'superalloy', 'optical', 'defense']"
4cdb589882,Ti6Si5GeMoRh4W,"['Si', 'Ti', 'Ge', 'Mo', 'Rh', 'W']",triclinic,P1,,-0.855,-0.0555,59.26,65,8.26,3.05,True,"['semiconductor', 'quantum', 'superalloy', 'optical', 'defense']"
c7c6e35306,Nb3Re3SiGeB,"['B', 'Si', 'Ge', 'Nb', 'Re']",hexagonal,P-6,0.006,-0.4854,-0.0475,59.32,65,9.02,2.86,True,"['semiconductor', 'quantum', 'superalloy', 'optical', 'defense']"
a79d2a88fd,Hf3Re2SiGe2Os,"['Si', 'Ge', 'Hf', 'Re', 'Os']",orthorhombic,Amm2,0.0193,-0.701,-0.0966,59.41,65,9.7,2.86,True,"['semiconductor', 'quantum', 'superalloy', 'optical', 'defense']"
c148aed9ee,Ta2Nb4Re5Si6W,"['Si', 'Nb', 'Ta', 'W', 'Re']",monoclinic,C2,0.0025,-0.5095,-0.0346,52.79,65,9.02,2.19,True,"['quantum', 'superalloy', 'defense']"
a65b91a301,Na4Al3In(SiSe6)2,"['Na', 'Al', 'Si', 'Se', 'In']",triclinic,P1,2.0757,-1.1088,-0.0192,52.81,65,7.54,4.55,False,"['semiconductor', 'quantum', 'optical']"
f2b5a3ae61,Ta6TiNbFe(CoSi2)7,"['Si', 'Ti', 'Fe', 'Co', 'Nb', 'Ta']",triclinic,P1,,-0.6181,-0.0016,52.82,65,7.15,1.95,True,"['battery', 'quantum', 'superalloy', 'defense']"
d1bada033b,Li4Ac4Si7Ge,"['Li', 'Si', 'Ge', 'Ac']",monoclinic,Pm,,-0.5142,-0.2367,52.85,65,9.96,3.72,True,"['semiconductor', 'quantum', 'optical']"
34afffd430,TaTi2Co4ReSi4,"['Si', 'Ti', 'Co', 'Ta', 'Re']",monoclinic,Pm,0.0012,-0.6824,-0.0114,52.85,65,9.02,2.05,True,"['battery', 'quantum', 'superalloy', 'defense']"
e86691329c,Li3Ac8Si12Ge,"['Li', 'Si', 'Ge', 'Ac']",monoclinic,C2,,-0.5921,-0.3245,52.85,65,9.96,3.72,True,"['semiconductor', 'quantum', 'optical']"
028d526ef5,Ta5NbRe3(Si2W)3,"['Si', 'Nb', 'Ta', 'W', 'Re']",triclinic,P1,0.0043,-0.4852,-0.0458,52.79,65,9.02,2.19,True,"['quantum', 'superalloy', 'defense']"
d22b7ed1b6,Ta2NbReSi3W2,"['Si', 'Nb', 'Ta', 'W', 'Re']",monoclinic,Pm,0.0026,-0.4773,-0.0448,52.79,65,9.02,2.19,True,"['quantum', 'superalloy', 'defense']"
62c417e1ac,Ta5NbReSi6W5,"['Si', 'Nb', 'Ta', 'W', 'Re']",triclinic,P1,0.0036,-0.4528,-0.0444,52.79,65,9.02,2.19,True,"['quantum', 'superalloy', 'defense']"
bced8d2f04,TaNbReSi2W,"['Si', 'Nb', 'Ta', 'W', 'Re']",triclinic,P1,0.0023,-0.4882,-0.0348,52.79,65,9.02,2.19,True,"['quantum', 'superalloy', 'defense']"
1ea4b6364e,Ta2Nb4ReSi6W5,"['Si', 'Nb', 'Ta', 'W', 'Re']",monoclinic,Cm,0.0031,-0.4574,-0.0254,52.79,65,9.02,2.19,True,"['quantum', 'superalloy', 'defense']"
03bc0aaa1b,Ta3Nb3ReSi6W5,"['Si', 'Nb', 'Ta', 'W', 'Re']",triclinic,P1,0.0224,-0.4554,-0.0299,52.79,65,9.02,2.19,True,"['quantum', 'superalloy', 'defense']"
255a39c230,TaNb4Re6Si6W,"['Si', 'Nb', 'Ta', 'W', 'Re']",monoclinic,Cm,0.002,-0.4592,-0.0211,52.79,65,9.02,2.19,True,"['quantum', 'superalloy', 'defense']"
39d9edab2f,Hf8Ta4Nb8Si15Ge,"['Si', 'Ge', 'Nb', 'Hf', 'Ta']",monoclinic,Pm,0.0019,-0.7835,-0.0961,59.15,65,7.15,2.72,True,"['semiconductor', 'quantum', 'superalloy', 'optical', 'defense']"
dc81b4b865,Hf8Ta3Nb9Si15Ge,"['Si', 'Ge', 'Nb', 'Hf', 'Ta']",monoclinic,Pm,,-0.7872,-0.0971,59.15,65,7.15,2.72,True,"['semiconductor', 'quantum', 'superalloy', 'optical', 'defense']"
b9e6cd6bd7,Hf16Ta2Nb2Si15Ge,"['Si', 'Ge', 'Nb', 'Hf', 'Ta']",triclinic,P1,0.0018,-0.8067,-0.0604,59.15,65,7.15,2.72,True,"['semiconductor', 'quantum', 'superalloy', 'optical', 'defense']"
ba429ec544,Hf8Ta6Nb6Si15Ge,"['Si', 'Ge', 'Nb', 'Hf', 'Ta']",triclinic,P1,0.0035,-0.7724,-0.0905,59.15,65,7.15,2.72,True,"['semiconductor', 'quantum', 'superalloy', 'optical', 'defense']"
498440fe7f,Hf16Ta3NbSi15Ge,"['Si', 'Ge', 'Nb', 'Hf', 'Ta']",triclinic,P1,0.0046,-0.802,-0.0584,59.15,65,7.15,2.72,True,"['semiconductor', 'quantum', 'superalloy', 'optical', 'defense']"
7b2961feae,Hf8Ta5Nb7Si15Ge,"['Si', 'Ge', 'Nb', 'Hf', 'Ta']",triclinic,P1,0.0056,-0.778,-0.0933,59.15,65,7.15,2.72,True,"['semiconductor', 'quantum', 'superalloy', 'optical', 'defense']"
32e8b655c7,SiGe(SbPt)2,"['Si', 'Ge', 'Sb', 'Pt']",orthorhombic,P2_12_12_1,0.2292,-0.526,-0.0651,59.22,65,9.21,2.26,True,"['semiconductor', 'quantum', 'optical']"
be619d08f6,Hf18Re4SiMo4As,"['Si', 'As', 'Mo', 'Hf', 'Re']",orthorhombic,Amm2,0.007,-0.3241,-0.004,59.25,65,9.02,3.17,True,"['semiconductor', 'quantum', 'superalloy', 'optical', 'defense']"
8ecaa911c8,Nd2HfSi2GeIr4,"['Si', 'Ge', 'Nd', 'Hf', 'Ir']",tetragonal,P-4m2,0.0134,-0.9819,-0.0131,52.68,65,9.68,2.25,True,"['semiconductor', 'quantum', 'optical', 'defense']"
3788a45fd4,Ti3ReSi(TcAs)2,"['Si', 'Ti', 'As', 'Tc', 'Re']",orthorhombic,Amm2,0.0034,-0.7443,-0.0869,52.68,65,9.02,3.17,True,"['semiconductor', 'quantum', 'superalloy', 'optical']"
49e493dfcf,Zr4Nb2Si4MoW,"['Si', 'Zr', 'Nb', 'Mo', 'W']",monoclinic,Pm,0.035,-0.7232,-0.037,52.71,65,8.26,2.19,True,"['quantum', 'superalloy', 'optical', 'defense', 'energy']"
b5bcfaabfd,Ti3Re2SiTcGe2,"['Si', 'Ti', 'Ge', 'Tc', 'Re']",orthorhombic,Amm2,0.0002,-0.6641,-0.1337,52.72,65,9.02,2.86,True,"['semiconductor', 'quantum', 'superalloy', 'optical']"
1d045a4202,Ti3ReSi(TcGe)2,"['Si', 'Ti', 'Ge', 'Tc', 'Re']",orthorhombic,Amm2,0.005,-0.7062,-0.1618,52.72,65,9.02,2.86,True,"['semiconductor', 'quantum', 'superalloy', 'optical']"
0c61e416c8,K6Li4TiSiP6,"['Li', 'Si', 'P', 'K', 'Ti']",orthorhombic,C222_1,1.3742,-0.611,-0.0581,52.75,65,8.45,6.12,False,"['semiconductor', 'battery', 'quantum', 'optical']"
ff1f884415,TaNb5ReSi6W5,"['Si', 'Nb', 'Ta', 'W', 'Re']",triclinic,P1,,-0.459,-0.0216,52.79,65,9.02,2.19,True,"['quantum', 'superalloy', 'defense']"
68f393ce6b,Ta4Nb2ReSi6W5,"['Si', 'Nb', 'Ta', 'W', 'Re']",triclinic,P1,0.0148,-0.4538,-0.0369,52.79,65,9.02,2.19,True,"['quantum', 'superalloy', 'defense']"
869e6cb05b,TaNb5Re3(Si2W)3,"['Si', 'Nb', 'Ta', 'W', 'Re']",triclinic,P1,0.0038,-0.4923,-0.0352,52.79,65,9.02,2.19,True,"['quantum', 'superalloy', 'defense']"
2a772c764e,Ti3Nb3Re4(Si3W)2,"['Si', 'Ti', 'Nb', 'W', 'Re']",monoclinic,Cm,0.0137,-0.6043,-0.0231,51.05,65,9.02,2.19,True,"['quantum', 'superalloy', 'defense']"
e441cd87d0,Ti2Nb4Re5Si6W,"['Si', 'Ti', 'Nb', 'W', 'Re']",monoclinic,C2,0.0112,-0.5877,-0.0342,51.05,65,9.02,2.19,True,"['quantum', 'superalloy', 'defense']"
bd2ca65983,ZrSc7TaNb10Si16Ru,"['Si', 'Sc', 'Zr', 'Nb', 'Ru', 'Ta']",triclinic,P1,,-0.8172,-0.0308,51.07,65,7.15,1.95,True,"['quantum', 'superalloy', 'optical', 'defense', 'energy']"
bffdd1231f,K16PaGaSb8,"['K', 'Ga', 'Sb', 'Pa']",cubic,F-43m,,-0.4924,-0.0089,51.07,65,7.77,2.98,True,"['semiconductor', 'quantum']"
a1dec41760,Al5Si8GeIr6,"['Al', 'Si', 'Ge', 'Ir']",tetragonal,I-4m2,0.0222,-0.6212,-0.0355,51.09,65,9.68,2.91,True,"['semiconductor', 'quantum', 'optical']"
2839c079a3,Ta3NbSi4Ir2RuRh,"['Si', 'Nb', 'Ru', 'Rh', 'Ta', 'Ir']",monoclinic,Pm,,-0.7997,-0.0166,51.11,65,9.68,1.95,True,"['quantum', 'superalloy', 'defense']"
e4a7eb20d4,LiAc3SiSe7,"['Li', 'Si', 'Se', 'Ac']",hexagonal,P6_3,,-1.87,-0.649,51.13,65,9.01,3.72,True,"['semiconductor', 'optical']"
